"receita";"uniorcam";"orcado";"arrecadado";"recurso_vinculado";"especificacao";"tipo_nivel";"nivel";"caracteristica_peculiar_receita";"previsao_atualizada";"complemento_recurso_vinculado";"exercicio_base"
"00000171801310100000";"0201";218464,2;0;1;"COTA-PARTE DO FPM – 1% COTA ENTREGUE NO MES DE DEZEMBRO - PRINCIPAL  - PROPRIO";"A";7;0;218464,2;0;2020
"00000171801310200000";"0201";91026,75;0;20;"COTA-PARTE DO FPM – 1% COTA ENTREGUE NO MES DE DEZEMBRO - PRINCIPAL  -  MDE";"A";7;0;91026,75;0;2020
"00000171801310300000";"0201";54616,05;0;40;"COTA-PARTE DO FPM – 1% COTA ENTREGUE NO MES DE DEZEMBRO - PRINCIPAL  - ASPS";"A";7;0;54616,05;0;2020
"00000171801400000000";"0201";354166;0;0;"COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - 1% COTA ENTREGUE NO MES DE JULHO";"S";6;0;354166;0;2020
"00000171801410000000";"0201";354166;0;0;"COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - 1% COTA ENTREGUE NO MES DE JULHO - PRINCIPAL";"S";6;0;354166;0;2020
"00000171801410100000";"0201";212499,6;0;1;"COTA-PARTE DO FPM - 1% COTA ENTREGUE NO MES DE JULHO - PRINCIPAL  - PROPRIO";"A";7;0;212499,6;0;2020
"00000171801410200000";"0201";88541,5;0;20;"COTA-PARTE DO FPM - 1% COTA ENTREGUE NO MES DE JULHO - PRINCIPAL  -  MDE";"A";7;0;88541,5;0;2020
"00000171801410300000";"0201";53124,9;0;40;"COTA-PARTE DO FPM - 1% COTA ENTREGUE NO MES DE JULHO - PRINCIPAL  - ASPS";"A";7;0;53124,9;0;2020
"00000171801500000000";"0201";69024,39;13907,91;0;"COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL";"S";6;0;69024,39;0;2020
"00000171801510000000";"0201";69024,39;13907,91;0;"COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL - PRINCIPAL";"S";6;0;69024,39;0;2020
"00000171801510100000";"0201";41414,63;8344,73;1;"COTA-PARTE DO ITR - PRINCIPAL  - PROPRIO";"A";7;0;41414,63;0;2020
"00000171801510200000";"0201";3451,22;695,41;20;"COTA-PARTE DO ITR - PRINCIPAL  - MDE";"A";7;0;3451,22;0;2020
"00000171801510300000";"0201";10353,66;2086,19;40;"COTA-PARTE DO ITR - PRINCIPAL  - ASPS";"A";7;0;10353,66;0;2020
"00000171801510400000";"0201";13804,88;2781,58;31;"COTA-PARTE DO ITR - PRINCIPAL  - FUNDEB";"A";7;0;13804,88;0;2020
"00000171802000000000";"0201";198519,69;58607,1;0;"TRANSFERENCIA DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS NATURAIS";"S";5;0;198519,69;0;2020
"00000171802200000000";"0201";0;40,05;0;"COTA-PARTE DA COMPENSACAO FINANCEIRA DE RECURSOS MINERAIS - CFEM";"S";6;0;0;0;2020
"00000171802210000000";"0201";0;40,05;1;"COTA-PARTE DA COMPENSACAO FINANCEIRA DE RECURSOS MINERAIS - CFEM - PRINCIPAL";"A";6;0;0;0;2020
"00000171802600000000";"0201";198519,69;58567,05;0;"COTA-PARTE DO FUNDO ESPECIAL DO PETROLEO – FEP";"S";6;0;198519,69;0;2020
"00000171802610000000";"0201";198519,69;58567,05;1;"COTA-PARTE DO FUNDO ESPECIAL DO PETROLEO – FEP - PRINCIPAL";"A";6;0;198519,69;0;2020
"00000171803000000000";"0201";696310;562036,19;0;"TRANSFERENCIA DE RECURSOS DO SISTEMA UNICO DE SAUDE – SUS – REPASSES FUNDO A FUNDO BLOCO CUSTEIO DAS ACOES E SERVICOS PUBLICOS DE SAUDE";"S";5;0;785364;0;2020
"00000171803100000000";"0201";602862,96;476865,34;0;"TRANSFERENCIA DE RECURSOS DO SUS – ATENCAO BASICA";"S";6;0;677862,96;0;2020
"00000171803110000000";"0201";602862,96;476865,34;4500;"TRANSFERENCIA DE RECURSOS DO SUS – ATENCAO BASICA - PRINCIPAL";"A";6;0;677862,96;0;2020
"00000171803200000000";"0201";6846,47;4414,98;0;"TRANSFERENCIA DE RECURSOS DO SUS – ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR";"S";6;0;6846,47;0;2020
"00000171803210000000";"0201";6846,47;4414,98;4501;"TRANSFERENCIA DE RECURSOS DO SUS – ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR - PRINCIPAL";"A";6;0;6846,47;0;2020
"00000171803300000000";"0201";52086,01;33988,92;0;"TRANSFERENCIA DE RECURSOS DO SUS – VIGILANCIA EM SAUDE";"S";6;0;52086,01;0;2020
"00000171803310000000";"0201";52086,01;33988,92;4502;"TRANSFERENCIA DE RECURSOS DO SUS – VIGILANCIA EM SAUDE - PRINCIPAL";"A";6;0;52086,01;0;2020
"00000171803400000000";"0201";34514,56;31977,12;0;"TRANSFERENCIA DE RECURSOS DO SUS – ASSISTENCIA FARMACEUTICA";"S";6;0;34514,56;0;2020
"00000171803410000000";"0201";34514,56;31977,12;4503;"TRANSFERENCIA DE RECURSOS DO SUS – ASSISTENCIA FARMACEUTICA - PRINCIPAL";"A";6;0;34514,56;0;2020
"00000171803900000000";"0201";0;14789,83;0;"TRANSFERENCIA DE RECURSOS DO SUS – OUTROS PROGRAMAS FINANCIADOS POR TRANSFERENCIAS FUNDO A FUNDO";"S";6;0;14054;0;2020
"00000171803910000000";"0201";0;14789,83;0;"TRANSFERENCIA DE RECURSOS DO SUS – OUTROS PROGRAMAS FINANCIADOS POR TRANSFERENCIAS FUNDO A FUNDO - PRINCIPAL";"S";6;0;14054;0;2020
"00000171803910100000";"0201";0;0;4511;"Combate ao COVID-19 Port. MS/GM 480/20 REs. CIB/RS 73/20";"A";7;0;14054;0;2020
"00000171803910100000";"0201";0;14789,83;4511;"Combate ao COVID-19 Port. MS/GM 480/20 REs. CIB/RS 73/20";"A";7;0;0;3160;2020
"00000171805000000000";"0201";334641,12;186057,81;0;"TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO – FNDE";"S";5;0;336369,12;0;2020
"00000171805100000000";"0201";228550,4;128728,01;0;"TRANSFERENCIAS DO SALARIO-EDUCACAO";"S";6;0;228550,4;0;2020
"00000171805110000000";"0201";228550,4;128728,01;1014;"TRANSFERENCIAS DO SALARIO-EDUCACAO - PRINCIPAL";"A";6;0;228550,4;0;2020
"00000171805300000000";"0201";58596;34559;0;"TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR – PNAE";"S";6;0;60324;0;2020
"00000171805310000000";"0201";58596;34559;0;"TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR – PNAE - PRINCIPAL";"S";6;0;60324;0;2020
"00000171805310100000";"0201";24912;14616;1001;"PNAE FUNDAMENTAL";"A";7;0;24912;0;2020
"00000171805310200000";"0201";20116;11235;1031;"PNAE CRECHE";"A";7;0;20116;0;2020
"00000171805310300000";"0201";11872;7261;1033;"PNAE PRE-ESCOLA";"A";7;0;11872;0;2020
"00000171805310400000";"0201";0;864;1059;"PNAE EJA";"A";7;0;1728;0;2020
"00000171805310500000";"0201";1696;583;1071;"PNAE AEE";"A";7;0;1696;0;2020
"00000171805400000000";"0201";47494,72;22770,8;0;"TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE DO ESCOLAR – PNATE";"S";6;0;47494,72;0;2020
"00000171805410000000";"0201";47494,72;22770,8;1016;"TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE DO ESCOLAR – PNATE - PRINCIPAL";"A";6;0;47494,72;0;2020
"00000171812000000000";"0201";113671,47;163609,06;0;"TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTENCIA SOCIAL – FNAS";"S";5;0;143746,47;0;2020
"00000171812100000000";"0201";113671,47;163609,06;0;"TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTENCIA SOCIAL – FNAS";"S";6;0;143746,47;0;2020
"00000171812110000000";"0201";113671,47;163609,06;0;"TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTENCIA SOCIAL – FNAS - PRINCIPAL";"S";6;0;143746,47;0;2020
"00000171812110100000";"0201";18149,42;7150;1038;"IGD BF";"A";7;0;18149,42;0;2020
"00000171812110200000";"0201";1529,56;0;1067;"IGD SUAS";"A";7;0;1529,56;0;2020
"00000171812110300000";"0201";21992,49;9370,8;1021;"SCFV FF";"A";7;0;21992,49;0;2020
"00000171812110400000";"0201";72000;91138,26;1064;"PAIF FF";"A";7;0;72000;0;2020
"00000171812110500000";"0201";0;0;1068;"COVID-19/SUAS PORT MC 369/2020 - EPI RV1068";"A";7;0;4200;0;2020
"00000171812110500000";"0201";0;4200;1068;"COVID-19/SUAS PORT MC 369/2020 - EPI RV1068";"A";7;0;0;3160;2020
"00000171812110600000";"0201";0;0;1069;"COVID-19/SUAS PORT MC 369/2020 - ALIM RV1069";"A";7;0;25875;0;2020
"00000171812110600000";"0201";0;51750;1069;"COVID-19/SUAS PORT MC 369/2020 - ALIM RV1069";"A";7;0;0;3160;2020
"00000171899000000000";"0201";0;470831,39;0;"OUTRAS TRANSFERENCIAS DA UNIAO";"S";5;0;22329,98;0;2020
"00000171899100000000";"0201";0;470831,39;0;"OUTRAS TRANSFERENCIAS DA UNIAO";"S";6;0;22329,98;0;2020
"00000171899110000000";"0201";0;470831,39;0;"OUTRAS TRANSFERENCIAS DA UNIAO - PRINCIPAL";"S";6;0;22329,98;0;2020
"00000171899110200000";"0201";0;269976,97;1;"AFM MP938/2020 COMPLEMENTACAO FPM";"A";7;0;0;0;2020
"00000171899110300000";"0201";0;178524,44;1;"LC 173/2020 ART. 5, II, B - LIVRE";"A";7;0;0;0;2020
"00000171899110500000";"0201";0;0;4001;"LC 173/2020 ART. 5 I, B - SAUDE COVID-19 RV4001";"A";7;0;22329,98;0;2020
"00000171899110500000";"0201";0;22329,98;4001;"LC 173/2020 ART. 5 I, B - SAUDE COVID-19 RV4001";"A";7;0;0;3160;2020
"00000172000000000000";"0201";11513618,02;5265790,17;0;"TRANSFERENCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES";"S";3;0;11556016,9;0;2020
"00000172800000000000";"0201";11513618,02;5265790,17;0;"TRANSFERENCIAS DOS ESTADOS - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS";"S";4;0;11556016,9;0;2020
"00000172801000000000";"0201";10787749,1;4968544,28;0;"PARTICIPACAO NA RECEITA DOS ESTADOS";"S";5;0;10794147,98;0;2020
"00000172801100000000";"0201";10010906,49;4335452,9;0;"COTA-PARTE DO ICMS";"S";6;0;10010906,49;0;2020
"00000172801110000000";"0201";10010906,49;4335452,9;0;"COTA-PARTE DO ICMS - PRINCIPAL";"S";6;0;10010906,49;0;2020
"00000172801110100000";"0201";6006543,9;2601271,69;1;"COTA-PARTE DO ICMS - PRINCIPAL  - PROPRIO";"A";7;0;6006543,9;0;2020
"00000172801110200000";"0201";500545,32;216772,66;20;"COTA-PARTE DO ICMS - PRINCIPAL  - MDE";"A";7;0;500545,32;0;2020
"00000172801110300000";"0201";1501635,97;650317,95;40;"COTA-PARTE DO ICMS - PRINCIPAL - ASPS";"A";7;0;1501635,97;0;2020
"00000172801110400000";"0201";2002181,3;867090,6;31;"COTA-PARTE DO ICMS - PRINCIPAL  - FUNDEB";"A";7;0;2002181,3;0;2020
"00000172801200000000";"0201";627680,04;571051,52;0;"COTA-PARTE DO IPVA";"S";6;0;627680,04;0;2020
"00000172801210000000";"0201";627680,04;571051,52;0;"COTA-PARTE DO IPVA - PRINCIPAL";"S";6;0;627680,04;0;2020
"00000172801210100000";"0201";376608,02;342630,75;1;"COTA-PARTE DO IPVA - PRINCIPAL  - PROPRIO";"A";7;0;376608,02;0;2020
"00000172801210200000";"0201";31384;28552,59;20;"COTA-PARTE DO IPVA - PRINCIPAL  - MDE";"A";7;0;31384;0;2020
"00000172801210300000";"0201";94152,01;85657,74;40;"COTA-PARTE DO IPVA - PRINCIPAL  - ASPS";"A";7;0;94152,01;0;2020
"00000172801210400000";"0201";125536,01;114210,44;31;"COTA-PARTE DO IPVA - PRINCIPAL  - FUNDEB";"A";7;0;125536,01;0;2020
"00000172801300000000";"0201";149162,57;57604,65;0;"COTA-PARTE DO IPI - MUNICIPIOS";"S";6;0;149162,57;0;2020
"00000172801310000000";"0201";149162,57;57604,65;0;"COTA-PARTE DO IPI - MUNICIPIOS - PRINCIPAL";"S";6;0;149162,57;0;2020
"00000172801310100000";"0201";89497,54;34562,74;1;"COTA-PARTE DO IPI - MUNICIPIOS - PRINCIPAL  - PROPRIO";"A";7;0;89497,54;0;2020
"00000172801310200000";"0201";7458,13;2880,25;20;"COTA-PARTE DO IPI - MUNICIPIOS - PRINCIPAL  - MDE";"A";7;0;7458,13;0;2020
"00000172801310300000";"0201";22374,39;8640,72;40;"COTA-PARTE DO IPI - MUNICIPIOS - PRINCIPAL  - ASPS";"A";7;0;22374,39;0;2020
"00000172801310400000";"0201";29832,51;11520,94;31;"COTA-PARTE DO IPI - MUNICIPIOS - PRINCIPAL  - FUNDEB";"A";7;0;29832,51;0;2020
"00000172801400000000";"0201";0;4435,21;0;"COTA-PARTE DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO";"S";6;0;6398,88;0;2020
"00000172801410000000";"0201";0;4435,21;1018;"COTA-PARTE DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - PRINCIPAL";"A";6;0;6398,88;0;2020
"00000172803000000000";"0201";397024,48;190227,97;0;"TRANSFERENCIA DE RECURSOS DO ESTADO PARA PROGRAMAS DE SAUDE – REPASSE FUNDO A FUNDO";"S";5;0;397024,48;0;2020
"00000172803100000000";"0201";397024,48;190227,97;0;"TRANSFERENCIA DE RECURSOS DO ESTADO PARA PROGRAMAS DE SAUDE – REPASSE FUNDO A FUNDO";"S";6;0;397024,48;0;2020
"00000172803110000000";"0201";397024,48;190227,97;0;"TRANSFERENCIA DE RECURSOS DO ESTADO PARA PROGRAMAS DE SAUDE – REPASSE FUNDO A FUNDO - PRINCIPAL";"S";6;0;397024,48;0;2020
"00000172803110100000";"0201";150000;86050,45;4011;"PIES FE";"A";7;0;150000;0;2020
"00000172803110200000";"0201";130000;60000;4090;"PSF ESTADUAL";"A";7;0;130000;0;2020
"00000172803110300000";"0201";15000;0;4090;"PACS ESTADUAL";"A";7;0;15000;0;2020
"00000172803110400000";"0201";15847,44;7923,72;4050;"FARMACIA BASICA ESTADUAL";"A";7;0;15847,44;0;2020
"00000172803110500000";"0201";24000;12000;4160;"PIM";"A";7;0;24000;0;2020
"00000172803110700000";"0201";62177,04;18960;4050;"FARMACIA BASICA - DISTRIBUICAO DE FRALDAS RV4050";"A";7;0;62177,04;0;2020
"00000172803110800000";"0201";0;5293,8;4170;"ENFRENTAMENTO CORONAVIRUS RES CIB 75/2020 RV4170";"A";7;0;0;3160;2020
"00000172810000000000";"0201";328744,44;91922,08;0;"TRANSFERENCIA DE CONVENIOS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES";"S";5;0;328744,44;0;2020
"00000172810200000000";"0201";318499,5;81677,14;0;"TRANSFERENCIAS DE CONVENIO DOS ESTADOS DESTINADAS A PROGRAMAS DE EDUCACAO";"S";6;0;318499,5;0;2020
"00000172810210000000";"0201";318499,5;81677,14;0;"TRANSFERENCIAS DE CONVENIO DOS ESTADOS DESTINADAS A PROGRAMAS DE EDUCACAO - PRINCIPAL";"S";6;0;318499,5;0;2020
"00000172810210100000";"0201";318499,5;81677,14;0;"TRANSFERENCIAS DE CONVENIOS PARA O TRANSPORTE ESCOLAR - PRINCIPAL";"S";7;0;318499,5;0;2020
"00000172810210101000";"0201";318499,5;81677,14;1017;"PEATE RS";"A";8;0;318499,5;0;2020
"00000172810900000000";"0201";10244,94;10244,94;0;"OUTRAS TRANSFERENCIAS DE CONVENIO DOS ESTADOS";"S";6;0;10244,94;0;2020
"00000172810910000000";"0201";10244,94;10244,94;0;"OUTRAS TRANSFERENCIAS DE CONVENIO DOS ESTADOS - PRINCIPAL";"S";6;0;10244,94;0;2020
"00000172810910700000";"0201";10244,94;10244,94;1103;"PROGRAMA OASF - ORIENTACAO E APOIO SOCIO-FAMILIAR - PRINCIPAL";"A";7;0;10244,94;0;2020
"00000172899000000000";"0201";100;15095,84;0;"OUTRAS TRANSFERENCIAS DOS ESTADOS";"S";5;0;36100;0;2020
"00000172899100000000";"0201";100;15095,84;0;"OUTRAS TRANSFERENCIAS DOS ESTADOS";"S";6;0;36100;0;2020
"00000172899110000000";"0201";100;15095,84;0;"OUTRAS TRANSFERENCIAS DOS ESTADOS - PRINCIPAL";"S";6;0;36100;0;2020
"00000172899110100000";"0201";100;95,84;1114;"COTA-PARTE DAS MULTAS DE TRANSITO - PRINCIPAL";"A";7;0;100;0;2020
"00000172899110200000";"0201";0;15000;1112;"PIT FE - PROGRAMA DE INTEGRACAO TRIBUTARIA RV1112";"A";7;0;36000;0;2020
"00000174000000000000";"0201";0;22000;0;"TRANSFERENCIAS DE INSTITUICOES PRIVADAS";"S";3;0;22000;0;2020
"00000174800000000000";"0201";0;22000;0;"TRANSFERENCIAS DE INSTITUICOES PRIVADAS - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS";"S";4;0;22000;0;2020
"00000174810000000000";"0201";0;22000;0;"OUTRAS TRANSFERENCIA DE INSTITUICOES PRIVADAS PARA EST/DF/MUN - NAO ESPECIFICADAS ANTERIORMENTE";"S";5;0;22000;0;2020
"00000174810100000000";"0201";0;22000;0;"OUTRAS TRANSFERENCIA DE INSTITUICOES PRIVADAS PARA EST/DF/MUN - NAO ESPECIFICADAS ANTERIORMENTE";"S";6;0;22000;0;2020
"00000174810110000000";"0201";0;22000;0;"OUTRAS TRANSFERENCIA DE INSTITUICOES PRIVADAS PARA EST/DF/MUN - NAO ESPECIFICADAS ANTERIORMENTE - PRINCIPAL";"S";6;0;22000;0;2020
"00000174810110300000";"0201";0;22000;0;"Doacoes para o municipio - COVID-19 - PJ - Principal";"S";7;0;22000;0;2020
"00000174810110301000";"0201";0;0;900;"DOACAO SICREDI COVID-19 RV0900";"A";8;0;22000;0;2020
"00000174810110301000";"0201";0;22000;900;"DOACAO SICREDI COVID-19 RV0900";"A";8;0;0;3160;2020
"00000175000000000000";"0201";2743678,21;1679798,67;0;"TRANSFERENCIAS DE OUTRAS INSTITUICOES PUBLICAS";"S";3;0;3220120,94;0;2020
"00000175800000000000";"0201";2743678,21;1679798,67;0;"TRANSFERENCIAS DE OUTRAS INSTITUICOES PUBLICAS - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS";"S";4;0;3220120,94;0;2020
"00000175801000000000";"0201";2743678,21;1679798,67;0;"TRANSFERENCIAS DE RECURSOS DO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO – FUND";"S";5;0;3220120,94;0;2020
"00000175801100000000";"0201";2743678,21;1679798,67;0;"TRANSFERENCIAS DE RECURSOS DO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO – FUND";"S";6;0;3220120,94;0;2020
"00000175801110000000";"0201";2743678,21;1679798,67;31;"TRANSFERENCIAS DE RECURSOS DO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO – FUND";"A";6;0;3220120,94;0;2020
"00000177000000000000";"0201";0;10442,39;0;"TRANSFERENCIAS DE PESSOAS FISICAS";"S";3;0;0;0;2020
"00000177800000000000";"0201";0;10442,39;0;"TRANSFERENCIAS DE PESSOAS FISICAS - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS";"S";4;0;0;0;2020
"00000177801000000000";"0201";0;10442,39;0;"TRANSFERENCIAS DE PESSOAS FISICAS - ESPECIFICAS DE E/DF/M";"S";5;0;0;0;2020
"00000177801900000000";"0201";0;10442,39;0;"OUTRAS TRANSFERENCIAS DE PESSOAS FISICAS - ESPECIFICAS DE E/DF/M - NAO ESPECIFICADAS ANTERIORMENTE";"S";6;0;0;0;2020
"00000177801910000000";"0201";0;10442,39;0;"OUTRAS TRANSFERENCIAS DE PESSOAS FISICAS - ESPECIFICAS DE E/DF/M - NAO ESPECIFICADAS ANTERIORMENTE - PRINCIPAL";"S";6;0;0;0;2020
"00000177801910100000";"0201";0;10442,39;0;"DOACOES EM BENEFICIO DE CRIANCAS E ADOLESCENTES - PF - PRINCIPAL";"S";7;0;0;0;2020
"00000177801910101000";"0201";0;10442,39;1050;"DOACOES PARA O FUNDICA RV 1050 RECEBIDAS VIA SRF";"A";8;0;0;0;2020
"00000190000000000000";"0201";170321,5;157928,17;0;"OUTRAS RECEITAS CORRENTES";"S";2;0;185364;0;2020
"00000192000000000000";"0201";130321,5;112653,67;0;"INDENIZACOES, RESTITUICOES E RESSARCIMENTOS";"S";3;0;130321,5;0;2020
"00000192800000000000";"0201";130321,5;112653,67;0;"INDENIZACOES, RESTITUICOES E RESSARCIMENTOS - ESPECIFICAS PARA ESTADOS/DF/MUNICIPIOS";"S";4;0;130321,5;0;2020
"00000192801000000000";"0201";60321,5;26554,63;0;"INDENIZACOES- ESPECIFICAS PARA ESTADOS/DF/MUNICIPIOS";"S";5;0;60321,5;0;2020
"00000192801100000000";"0201";60321,5;26554,63;0;"INDENIZACOES - ESPECIFICAS PARA ESTADOS/DF/MUNICIPIOS";"S";6;0;60321,5;0;2020
"00000192801110000000";"0201";60321,5;26554,63;0;"INDENIZACOES - ESPECIFICAS PARA ESTADOS/DF/MUNICIPIOS - PRINCIPAL";"S";6;0;60321,5;0;2020
"00000192801110100000";"0201";60321,5;26554,63;1;"PARTICIPACAO DOS SERVIDORES NO AUXILIO-ALIMENTACAO - PRINCIPAL";"A";7;0;60321,5;0;2020
"00000192802000000000";"0201";70000;86099,04;0;"RESTITUICOES - ESPECIFICAS PARA ESTADOS/DF/MUNICIPIOS";"S";5;0;70000;0;2020
"00000192802900000000";"0201";70000;86099,04;0;"OUTRAS RESTITUICOES - ESPECIFICAS PARA ESTADOS/DF/MUNICIPIOS - NAO ESPECIFICADAS ANTERIORMENTE";"S";6;0;70000;0;2020
"00000192802910200000";"0201";70000;84268;1;"PROGRAMA TROCA-TROCA - PRINCIPAL";"A";7;0;70000;0;2020
"00000192802910800000";"0201";0;310,59;1;"INDENIZACAO  POR DANO AO PATRIMONIO PUBLICO - PRINCIPAL";"A";7;0;0;0;2020
"00000192802910900000";"0201";0;1155,37;1;"RESTITUICAO DE VALORES DE ANOS ANTERIORES - PRINCIPAL";"A";7;0;0;0;2020
"00000192802920200000";"0201";0;165,3;1;"PROGRAMA TROCA-TROCA - MULTAS E JUROS DE MORA";"A";7;0;0;0;2020
"00000192802930200000";"0201";0;80,64;1;"PROGRAMA TROCA-TROCA - DIVIDA ATIVA";"A";7;0;0;0;2020
"00000192802940200000";"0201";0;119,14;1;"PROGRAMA TROCA-TROCA - MULTAS E JUROS DE MORA DA DIVIDA ATIVA";"A";7;0;0;0;2020
"00000199000000000000";"0201";40000;45274,5;0;"DEMAIS RECEITAS CORRENTES";"S";3;0;55042,5;0;2020
"00000199099000000000";"0201";40000;45274,5;0;"OUTRAS RECEITAS";"S";5;0;55042,5;0;2020
"00000199099100000000";"0201";0;17990;0;"OUTRAS RECEITAS - PRIMARIAS";"S";6;0;15042,5;0;2020
"00000199099110000000";"0201";0;17990;0;"OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL";"S";6;0;15042,5;0;2020
"00000199099110500000";"0201";0;17990;1;"RECEITAS DE ALIENACAO DE SUCATA";"A";7;0;15042,5;0;2020
"00000199099200000000";"0201";40000;27284,5;0;"OUTRAS RECEITAS - FINANCEIRAS";"S";6;0;40000;0;2020
"00000199099210000000";"0201";40000;27284,5;0;"OUTRAS RECEITAS - FINANCEIRAS - PRINCIPAL";"S";6;0;40000;0;2020
"00000199099210200000";"0201";40000;27284,5;1;"DESCONTOS FINANCEIROS OBTIDOS - PRINCIPAL";"A";7;0;40000;0;2020
"00000200000000000000";"0201";862607,38;324540;0;"RECEITAS DE CAPITAL";"S";1;0;1082857,38;0;2020
"00000220000000000000";"0201";0;120200;0;"ALIENACAO DE BENS";"S";2;0;120250;0;2020
"00000221000000000000";"0201";0;120200;0;"ALIENACAO DE BENS MOVEIS";"S";3;0;120250;0;2020
"00000221300000000000";"0201";0;120200;0;"ALIENACAO DE BENS MOVEIS E SEMOVENTES";"S";4;0;120250;0;2020
"00000221300100000000";"0201";0;120200;0;"ALIENACAO DE BENS MOVEIS E SEMOVENTES";"S";6;0;120250;0;2020
"00000221300110000000";"0201";0;120200;0;"ALIENACAO DE BENS MOVEIS E SEMOVENTES - PRINCIPAL";"S";6;0;120250;0;2020
"00000221300110200000";"0201";0;120200;0;"ALIENACAO DE BENS MOVEIS E SEMOVENTES - PRINCIPAL  - EXCETO RPPS";"S";7;0;120250;0;2020
"00000221300110201000";"0201";0;87800;1010;"ALIENACAO DE BENS RV1010";"A";8;0;87850;0;2020
"00000221300110202000";"0201";0;11100;1011;"ALIENACAO DE BENS DA EDUCACAO RV1011";"A";8;0;11100;0;2020
"00000221300110203000";"0201";0;21300;4002;"ALIENACAO DE BENS DA SAUDE RV4002";"A";8;0;21300;0;2020
"00000240000000000000";"0201";862607,38;204340;0;"TRANSFERENCIAS DE CAPITAL";"S";2;0;962607,38;0;2020
"00000241000000000000";"0201";862607,38;104340;0;"TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES";"S";3;0;862607,38;0;2020
"00000241800000000000";"0201";862607,38;104340;0;"TRANSFERENCIAS DA UNIAO - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS";"S";4;0;862607,38;0;2020
"00000241803000000000";"0201";0;6000;0;"TRANSFERENCIA DE RECURSOS DO SISTEMA UNICO DE SAUDE – SUS – BLOCO CUSTEIO DAS ACOES E SERVICOS PUBLICOS DE SAUDE";"S";5;0;0;0;2020
"00000241803100000000";"0201";0;6000;0;"TRANSFERENCIA DE RECURSOS DO SUS – ATENCAO BASICA";"S";6;0;0;0;2020
"00000241803110000000";"0201";0;6000;0;"TRANSFERENCIA DE RECURSOS DO SUS – ATENCAO BASICA - PRINCIPAL";"S";6;0;0;0;2020
"00000241803110100000";"0201";0;6000;4505;"SEGURANCA ALIMENTAR E NUTRICIONAL NA SAUDE - IMPLEMENTACAO RV4505";"A";7;0;0;0;2020
"00000241810000000000";"0201";0;98340;0;"TRANSFERENCIA DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES";"S";5;0;0;0;2020
"00000241810700000000";"0201";0;98340;0;"TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE INFRAESTRUTURA EM TRANSPORTE";"S";6;0;0;0;2020
"00000241810710200000";"0201";0;98340;1203;"PAV. URB. SICONV CONVENIO 847175/17 RV1203 CONTRATO 1042465-17/2017";"A";7;0;0;0;2020
"00000241899000000000";"0201";862607,38;0;0;"OUTRAS TRANSFERENCIAS DA UNIAO";"S";5;0;862607,38;0;2020
